Chinese Words,pinyin,English Words,Chinese Usage in a Sentence,English Usage in a sentence,_HSK,_Dao,Color,Encountered,ID
乐队,yuèduì,noun: band (music group),这支摇滚乐队很受年轻人欢迎。,This rock band is very popular among young people.,Band3,5.1,5,0,1935
建造,jiànzào,verb: to build / construct (esp. large-scale structures),他们正在建造一座新的图书馆，预计明年完工。,They’re building a new library that should be finished next year.,Band5,5.1,5,0,1936
次数,cìshù,noun: number of times / frequency,错误的次数越少，说明你掌握得越好。,"The fewer mistakes you make, the better you’ve mastered it.",Band6,5.1,5,0,1937
草原,cǎoyuán,noun: grassland; prairie,马儿在草原上奔跑。,Horses are running on the grassland.,Band5,5.1,5,0,1938
夜里,yèlǐ,noun/adverb: at night; during the night,夜里突然下起了大雨。,It suddenly rained heavily at night.,Band2,5.1,5,0,1939
总统,zǒngtǒng,noun: president,总统正在发表演讲。,The president is giving a speech.,Band4,5.1,5,0,1940
当年,dāngnián,noun/adverb: in those years; back then,当年他还是一个年轻的学生。,"Back then, he was still a young student.",Band5,5.1,5,0,1941
海面,hǎimiàn,noun: sea surface,海面上漂着一只小船。,A small boat floated on the sea surface.,Band7,5.1,5,0,1942
名叫,míngjiào,verb: to be named; called,这只小狗名叫小白。,This puppy is named Xiaobai.,Unknown,5.1,5,0,1943
要紧,yàojǐn,adjective: important; serious,这件事很要紧，不能拖延。,This matter is important and cannot be delayed.,Band7,5.1,5,0,1944
没事,méishì,phrase: it is okay; nothing is wrong,别担心，我没事。,"Do not worry, I am okay.",Unknown,5.1,5,0,1945
爱好,àihào,noun/verb: hobby; to like,我的爱好是画画和看书。,My hobbies are drawing and reading.,Band1,5.1,5,0,1946
季节,jìjié,noun: season,春天是我最喜欢的季节。,Spring is my favorite season.,Band4,5.1,5,0,1947
落叶,luòyè,noun/verb: fallen leaves; leaves falling,秋天的路上满是落叶。,The road is full of fallen leaves in autumn.,Unknown,5.1,5,0,1948
热带,rèdài,noun/adjective: tropics; tropical,新加坡属于热带地区。,Singapore is in a tropical region.,Band7,5.1,5,0,1949
行走,xíngzǒu,verb: to walk; to move on foot,老人在公园里慢慢行走。,The elderly person walked slowly in the park.,Band7,5.1,5,0,1950
水面,shuǐmiàn,noun: water surface,月亮倒映在水面上。,The moon was reflected on the water surface.,Band7,5.1,5,0,1951
进门,jìnmén,verb: to enter the door; to come in,他一进门就脱下鞋子。,He took off his shoes as soon as he entered.,Unknown,5.1,5,0,1952
花生,huāshēng,noun: peanut,桌上有一盘花生。,There is a plate of peanuts on the table.,Band6,5.1,5,0,1953
工地,gōngdì,noun: construction site,工地上有很多工人。,There are many workers at the construction site.,Band7,5.1,5,0,1954
果实,guǒshí,noun: fruit; result,树上结满了果实。,The tree is full of fruit.,Band4,5.1,5,0,1955
洁白,jiébái,adjective: pure white; spotless white,她穿着一件洁白的裙子。,She is wearing a pure white dress.,Unknown,5.1,5,0,1956
雪花,xuěhuā,noun: snowflake,雪花慢慢地落下来。,Snowflakes slowly fell down.,Unknown,5.1,5,0,1957
赶来,gǎnlái,verb: to rush over; to hurry here,听到消息后，他立刻赶来帮忙。,"After hearing the news, he rushed over to help.",Unknown,5.1,5,0,1958
胆子,dǎnzi,noun: courage; guts,他的胆子很大，什么都不怕。,He is very brave and is not afraid of anything.,Band7,5.1,5,0,1959
轮流,lúnliú,verb/adverb: to take turns,我们轮流回答老师的问题。,We took turns answering the teacher’s questions.,Band7,5.1,5,0,1960
快活,kuàihuo,adjective: happy; cheerful,孩子们在草地上玩得很快活。,The children played happily on the grass.,Band5,5.1,5,0,1961
命名,mìngmíng,verb: to name; to give a name,这条街以一位英雄命名。,This street is named after a hero.,Band7,5.1,5,0,1962
对付,duìfu,verb: to deal with; to handle,他知道怎么对付这个问题。,He knows how to deal with this problem.,Band4,5.1,5,0,1963
顺手,shùnshǒu,adverb/adjective: conveniently; handy,出门时请顺手关灯。,Please turn off the light on your way out.,Band7,5.1,5,0,1964
肥皂,féizào,noun: soap,洗手时要用肥皂。,Use soap when washing your hands.,Band7,5.1,5,0,1965
透明,tòumíng,adjective: transparent; clear,这个杯子是透明的。,This cup is transparent.,Band4,5.1,5,0,1966
照射,zhàoshè,verb: to shine on; to irradiate,阳光照射在海面上。,Sunlight shone on the sea surface.,Unknown,5.1,5,0,1967
飞快,fēikuài,adjective/adverb: extremely fast; very quickly,他飞快地跑向终点。,He ran very quickly toward the finish line.,Unknown,5.1,5,0,1968
军队,jūnduì,noun: army; military force,军队正在进行训练。,The army is conducting training.,Band6,5.1,5,0,1969
降落,jiàngluò,verb: to land; to descend,飞机安全降落了。,The plane landed safely.,Band4,5.1,5,0,1970
预备,yùbèi,verb/noun: to prepare; preparation,比赛开始前，大家都做好预备。,"Before the match began, everyone made preparations.",Band5,5.1,5,0,1971
高潮,gāocháo,noun: climax; high point,故事进入了最精彩的高潮。,The story reached its most exciting climax.,Band4,5.1,5,0,1972
土地,tǔdì,noun: land; soil,农民在土地上种菜。,Farmers grow vegetables on the land.,Band4,5.1,5,0,1973
皮鞋,píxié,noun: leather shoes,他穿着一双黑色皮鞋。,He is wearing a pair of black leather shoes.,Band5,5.1,5,0,1974
宽大,kuāndà,adjective: spacious; loose-fitting; generous,这件衣服有点宽大。,This piece of clothing is a bit loose.,Unknown,5.1,5,0,1975
下令,xiàlìng,verb: to give an order; to command,将军下令士兵前进。,The general ordered the soldiers to advance.,Band7,5.1,5,0,1976
色彩,sècǎi,noun: color; hue,这幅画的色彩很鲜艳。,The colors in this painting are very bright.,Band4,5.1,5,0,1977
黑暗,hēi’àn,noun/adjective: darkness; dark,房间里一片黑暗。,The room was completely dark.,Band4,5.1,5,0,1978
美妙,měimiào,adjective: wonderful; beautiful,她唱出了一首美妙的歌曲。,She sang a wonderful song.,Band7,5.1,5,0,1979
之中,zhīzhōng,phrase: among; within,在这些学生之中，他最努力。,"Among these students, he is the most hardworking.",Band5,5.1,5,0,1980
行业,hángyè,noun: industry; profession,他在旅游行业工作。,He works in the tourism industry.,Band4,5.1,5,0,1981
农田,nóngtián,noun: farmland,农田里种满了蔬菜。,The farmland is full of vegetables.,Unknown,5.1,5,0,1982
呆呆,dāidāi,adjective/adverb: blankly; dazedly,他呆呆地站在那里。,He stood there blankly.,Unknown,5.1,5,0,1983
岸边,ànbiān,noun: riverside; shore,孩子们在岸边玩耍。,The children played by the shore.,Unknown,5.1,5,0,1984
活泼,huópō,adjective: lively; active,她是一个活泼的小女孩。,She is a lively little girl.,Band5,5.1,5,0,1985
焦急,jiāojí,adjective: anxious; worried,妈妈焦急地等待消息。,Mom waited anxiously for news.,Band7,5.1,5,0,1986
机智,jīzhì,adjective: quick-witted; resourceful,他用机智的方法解决了问题。,He solved the problem in a resourceful way.,Band7,5.1,5,0,1987
反射,fǎnshè,verb/noun: to reflect; reflection,镜子会反射光线。,A mirror reflects light.,Unknown,5.1,5,0,1988
百年,bǎinián,noun: hundred years; century,这座学校已有百年历史。,This school has a hundred years of history.,Unknown,5.1,5,0,1989
百姓,bǎixìng,noun: common people; ordinary citizens,政府应该关心百姓的生活。,The government should care about ordinary people’s lives.,Unknown,5.1,5,0,1990
冰雪,bīngxuě,noun: ice and snow,山顶覆盖着冰雪。,The mountaintop is covered with ice and snow.,Band4,5.1,5,0,1991
波浪,bōlàng,noun: wave,海上的波浪越来越大。,The waves on the sea are getting bigger.,Band6,5.1,5,0,1992
不顾,bùgù,verb: to ignore; regardless of,他不顾危险冲了进去。,He rushed in regardless of the danger.,Band5,5.1,5,0,1993
部位,bùwèi,noun: part; position on the body/object,他的手臂这个部位受伤了。,This part of his arm was injured.,Band5,5.1,5,0,1994
财产,cáichǎn,noun: property; assets,他把财产留给了家人。,He left his property to his family.,Band4,5.1,5,0,1995
场地,chǎngdì,noun: venue; site; open ground,学校正在准备比赛场地。,The school is preparing the competition venue.,Band6,5.1,5,0,1996
成语,chéngyǔ,noun: idiom; set phrase,老师教了我们一个新的成语。,The teacher taught us a new idiom.,Band5,5.1,5,0,1997
吃力,chīlì,adjective/verb: strenuous; difficult; to require effort,搬这个箱子很吃力。,Moving this box is very strenuous.,Band5,5.1,5,0,1998
船只,chuánzhī,noun: boats; vessels,港口停着很多船只。,Many vessels are docked at the harbor.,Band6,5.1,5,0,1999
大地,dàdì,noun: the earth; land,春天让大地充满生机。,Spring fills the earth with life.,Band7,5.1,5,0,2000
流行,liúxíng,popular / fashionable,这首歌现在很流行。,This song is very popular right now.,Band2,5.2,5,0,2001
友好,yǒuhǎo,friendly,他们对我们非常友好。,They are very friendly to us.,Band2,5.2,5,0,2002
正好,zhènghǎo,Just right,我正好路过，就来看你了。,"I happened to be passing by, so I came to see you.",Band2,5.2,5,0,2003
对象,duìxiàng,"noun: target / object (of action or study)
noun (colloquial): partner / significant other",他研究的对象是一种新病毒，他的恋爱对象也在同一个实验室。,"His research target is a new virus, and his romantic partner works in the same lab.",Band3,5.2,5,0,2004
分别,fēnbié,"verb: to part / to separate
adverb: respectively
noun: separation",他们分别坐不同的航班离开，那场分别让人很难过,"They left on separate flights, and that parting was very emotional.",Band3,5.2,5,0,2005
歌声,gēshēng,noun: singing voice,从远处传来了孩子们快乐的歌声。,Joyful singing voices of children came from afar.,Band3,5.2,5,0,2006
古代,gǔdài,noun: ancient times,古代人是怎么建造长城的？,How did ancient people build the Great Wall?,Band3,5.2,5,0,2007
开展,kāizhǎn,"verb: to carry out / to launch (activities, projects, campaigns)",学校正在开展环保教育活动。,The school is launching an environmental awareness campaign.,Band3,5.2,5,0,2008
强烈,qiángliè,"adjective: intense / strong (emotion, contrast, effect)",他表达了强烈的反对意见。,He expressed strong opposition.,Band3,5.2,5,0,2009
人才,réncái,noun: talent / skilled person,公司正在寻找具有国际视野的人才,The company is looking for talent with a global perspective.,Band3,5.2,5,0,2010
世纪,shìjì,noun: century,人们都在期待下一个世纪的科技进步。,People are looking forward to technological advances in the next century.,Band3,5.2,5,0,2011
文学,wénxué,noun: literature,他对中国文学特别感兴趣。,He’s especially interested in Chinese literature.,Band3,5.2,5,0,2012
老实,lǎoshi,"adjective: honest / well-behaved
adverb: obediently",他为人老实，做事也老实交代，从不骗人。,"He’s honest by nature and does things straightforwardly, never deceiving others.",Band4,5.2,5,0,2013
如今,rújīn,adverb: nowadays; now; these days,如今很多人都习惯在网上买东西。,Nowadays many people are used to shopping online.,Band4,5.2,5,0,2014
相反,xiāngfǎn,adjective/adverb: opposite / on the contrary,我以为他会生气，结果相反，他还笑了。,"I thought he’d be mad, but on the contrary, he laughed.",Band4,5.2,5,0,2015
如此,rúcǐ,adverb: so / like this,我从没见过他如此激动。,I’ve never seen him this emotional.,Band5,5.2,5,0,2016
说法,shuōfǎ,noun: way of saying / explanation / claim,关于这件事有很多说法，但官方的说法最可信。,"There are many explanations about this matter, but the official version is the most reliable.",Band5,5.2,5,0,2017
取代,qǔdài,verb: to replace / to substitute,人工智能正逐渐取代一些传统的工作岗位。,AI is gradually replacing some traditional jobs.,Band7,5.2,5,0,2018
野外,yěwài,noun: the wild / outdoors,他们计划在野外露营一晚。,They plan to camp outdoors for one night.,Band7,5.2,5,0,2019
大型,dàxíng,adjective: large-scale; large-sized,这里将举行一场大型活动。,A large-scale event will be held here.,Band4,5.2,5,0,2020
当兵,dāngbīng,verb: to serve as a soldier; to join the army,他年轻时曾经当兵。,He served in the army when he was young.,Unknown,5.2,5,0,2021
低声,dīshēng,adverb: in a low voice,她低声对我说话。,She spoke to me in a low voice.,Unknown,5.2,5,0,2022
动静,dòngjìng,noun: sound of activity; movement,外面一点动静也没有。,There was no sound or movement outside.,Band7,5.2,5,0,2023
飞舞,fēiwǔ,verb: to flutter; to dance in the air,雪花在空中飞舞。,Snowflakes fluttered in the air.,Unknown,5.2,5,0,2024
分开,fēnkāi,verb: to separate; to split apart,请把这些书分开摆放。,Please place these books separately.,Band2,5.2,5,0,2025
丰收,fēngshōu,noun/verb: bumper harvest; to have a good harvest,今年农民获得了丰收。,The farmers had a good harvest this year.,Band5,5.2,5,0,2026
高度,gāodù,noun: height; degree,这座大厦的高度超过两百米。,The height of this building exceeds two hundred meters.,Band5,5.2,5,0,2027
高声,gāoshēng,adverb: loudly; in a loud voice,他高声喊出了答案。,He shouted the answer loudly.,Unknown,5.2,5,0,2028
歌舞,gēwǔ,noun: song and dance,晚会上有精彩的歌舞表演。,There were wonderful song and dance performances at the party.,Band7,5.2,5,0,2029
各个,gègè,pronoun/adjective: every; each,各个小组都完成了任务。,Every group completed the task.,Band4,5.2,5,0,2030
各国,gèguó,noun: various countries; all countries,各国代表都出席了会议。,Representatives from various countries attended the meeting.,Unknown,5.2,5,0,2031
古人,gǔrén,noun: ancient people; people of the past,古人用竹简写字。,Ancient people wrote on bamboo slips.,Band7,5.2,5,0,2032
怪不得,guàibude,phrase: no wonder,怪不得他没来，原来他生病了。,No wonder he did not come; it turns out he was sick.,Band7,5.2,5,0,2033
过年,guònián,verb/noun: to celebrate Lunar New Year; Lunar New Year period,我们回家和家人一起过年。,We went home to celebrate Lunar New Year with family.,Band2,5.2,5,0,2034
航海,hánghǎi,verb/noun: to sail; navigation,古人靠星星来航海。,Ancient people used stars to navigate at sea.,Band7,5.2,5,0,2035
好久,hǎojiǔ,phrase/adverb: a long time,我们好久没有见面了。,We have not met for a long time.,Band2,5.2,5,0,2036
河流,héliú,noun: river; stream,这条河流穿过整个城市。,This river flows through the whole city.,Band7,5.2,5,0,2037
呼声,hūshēng,noun: call; voice; public demand,群众的呼声越来越高。,The public demand is growing stronger.,Band7,5.2,5,0,2038
黄金,huángjīn,noun: gold,这条项链是黄金做的。,This necklace is made of gold.,Band4,5.2,5,0,2039
火星,Huǒxīng,noun: Mars,科学家正在研究火星。,Scientists are studying Mars.,Unknown,5.2,5,0,2040
或是,huòshì,conjunction: or; perhaps,你可以坐巴士或是地铁去。,You can go by bus or subway.,Band5,5.2,5,0,2041
几何,jǐhé,noun: geometry,今天的数学课学习几何。,Today’s math class is studying geometry.,Unknown,5.2,5,0,2042
家伙,jiāhuo,noun: fellow; guy; thing,那个家伙跑得很快。,That guy runs very fast.,Band7,5.2,5,0,2043
坚定,jiāndìng,adjective/verb: firm; determined; to strengthen,他坚定地相信自己能成功。,He firmly believes he can succeed.,Band5,5.2,5,0,2044
结构,jiégòu,noun: structure,这篇文章的结构很清楚。,The structure of this essay is very clear.,Band4,5.2,5,0,2045
来回,láihuí,adverb/verb: back and forth; round trip,他在房间里来回走动。,He walked back and forth in the room.,Band7,5.2,5,0,2046
乐器,yuèqì,noun: musical instrument,她会弹很多种乐器。,She can play many musical instruments.,Band7,5.2,5,0,2047
两岸,liǎng’àn,noun: both sides of a river/strait,河流两岸种满了树。,Both sides of the river are planted with trees.,Band5,5.2,5,0,2048
没法,méifǎ,phrase: unable to; no way to,雨太大了，我们没法出门。,"The rain is too heavy, so we cannot go out.",Unknown,5.2,5,0,2049
木板,mùbǎn,noun: wooden board; plank,工人把木板钉在墙上。,The worker nailed the wooden board to the wall.,Band7,5.2,5,0,2050
木头,mùtou,noun: wood; log,这张桌子是木头做的。,This table is made of wood.,Band3,5.2,5,0,2051
巧妙,qiǎomiào,adjective: clever; ingenious,他想出了一个巧妙的方法。,He came up with an ingenious method.,Band6,5.2,5,0,2052
清晨,qīngchén,noun: early morning,清晨的空气特别清新。,The early morning air is especially fresh.,Band5,5.2,5,0,2053
人间,rénjiān,noun: the human world; earth,春天让人间充满温暖。,Spring fills the human world with warmth.,Band5,5.2,5,0,2054
人心,rénxīn,noun: people’s hearts; public feeling,他的善良感动了人心。,His kindness touched people’s hearts.,Unknown,5.2,5,0,2055
柔和,róuhé,adjective: gentle; soft,房间里的灯光很柔和。,The light in the room is very soft.,Band7,5.2,5,0,2056
身穿,shēnchuān,verb: to be dressed in; to wear,她身穿白色校服。,She is dressed in a white school uniform.,Unknown,5.2,5,0,2057
神色,shénsè,noun: facial expression; look,他的神色显得很紧张。,His expression looked very nervous.,Unknown,5.2,5,0,2058
诗人,shīrén,noun: poet,这位诗人写了很多美丽的诗。,This poet wrote many beautiful poems.,Band4,5.2,5,0,2059
实物,shíwù,noun: physical object; real thing,老师用实物来讲解。,The teacher used real objects to explain.,Band7,5.2,5,0,2060
事后,shìhòu,noun/adverb: after the event; afterwards,事后他才知道真相。,He only learned the truth afterwards.,Band6,5.2,5,0,2061
受不了,shòubùliǎo,phrase: unable to stand; cannot bear,我受不了这种噪音。,I cannot stand this noise.,Band4,5.2,5,0,2062
熟练,shúliàn,adjective: skilled; proficient,他能熟练地操作机器。,He can operate the machine skillfully.,Band4,5.2,5,0,2063
水手,shuǐshǒu,noun: sailor,水手们正在船上工作。,The sailors are working on the ship.,Band7,5.2,5,0,2064
水珠,shuǐzhū,noun: water droplet,叶子上有几颗水珠。,There are several water droplets on the leaf.,Unknown,5.2,5,0,2065
缩小,suōxiǎo,verb: to shrink; to reduce,请把图片缩小一点。,Please reduce the image a little.,Band4,5.2,5,0,2066
特有,tèyǒu,adjective: unique to; distinctive,这是热带地区特有的植物。,This is a plant unique to tropical regions.,Band5,5.2,5,0,2067
天才,tiāncái,noun: genius,他从小就被认为是天才。,He was considered a genius from childhood.,Band5,5.2,5,0,2068
田地,tiándì,noun: farmland; fields,农民正在田地里工作。,The farmer is working in the fields.,Unknown,5.2,5,0,2069
通道,tōngdào,noun: passage; corridor,请不要挡住通道。,Please do not block the passage.,Band6,5.2,5,0,2070
同伴,tóngbàn,noun: companion; partner,他和同伴一起完成任务。,He completed the task with his companions.,Band7,5.2,5,0,2071
弯曲,wānqū,adjective/verb: curved; bent; to bend,这条小路十分弯曲。,This path is very winding.,Band6,5.2,5,0,2072
万一,wànyī,conjunction/adverb: in case; if by any chance,万一下雨，我们就改天再去。,"If it rains, we will go another day.",Band4,5.2,5,0,2073
往事,wǎngshì,noun: past events; memories,他常常回想童年的往事。,He often thinks back on childhood memories.,Band7,5.2,5,0,2074
温和,wēnhé,adjective: gentle; mild,她的性格很温和。,Her personality is very gentle.,Band5,5.2,5,0,2075
文物,wénwù,noun: cultural relic; artifact,博物馆里有很多珍贵文物。,There are many precious cultural relics in the museum.,Band7,5.2,5,0,2076
无比,wúbǐ,adverb: extremely; incomparably,他感到无比开心。,He felt extremely happy.,Band7,5.2,5,0,2077
无人,wúrén,noun/adjective: no one; unmanned,这条街晚上几乎无人。,There is almost no one on this street at night.,Unknown,5.2,5,0,2078
无声,wúshēng,adjective/adverb: silent; soundless,他无声地离开了房间。,He left the room silently.,Unknown,5.2,5,0,2079
无限,wúxiàn,adjective/noun: limitless; infinite,未来充满无限可能。,The future is full of limitless possibilities.,Band4,5.2,5,0,2080
武器,wǔqì,noun: weapon,士兵放下了武器。,The soldier put down his weapon.,Band3,5.2,5,0,2081
向上,xiàngshàng,adverb/verb: upward; to move upward,气球慢慢向上飞。,The balloon slowly flew upward.,Band5,5.2,5,0,2082
笑声,xiàoshēng,noun: laughter,教室里传来孩子们的笑声。,The children’s laughter came from the classroom.,Band6,5.2,5,0,2083
一带,yīdài,noun: area; region around a place,学校一带有很多小店。,There are many small shops around the school area.,Band5,5.2,5,0,2084
一同,yītóng,adverb: together; jointly,我们一同完成了这个项目。,We completed this project together.,Band6,5.2,5,0,2085
远方,yuǎnfāng,noun: faraway place; distance,他望着远方的山。,He looked at the mountains in the distance.,Band6,5.2,5,0,2086
在场,zàichǎng,verb/adjective: to be present; present at the scene,当时很多人在场。,Many people were present at the time.,Band5,5.2,5,0,2087
遭受,zāoshòu,verb: to suffer; to undergo,这个地区遭受了严重水灾。,This area suffered severe flooding.,Band6,5.2,5,0,2088
常用,chángyòng,commonly used,这些是常用的汉字,These are commonly used Chinese characters.,Band2,5.3,5,0,2089
高级,gāojí,advanced / high-level,他上的是高级汉语课。,He’s taking an advanced Chinese class.,Band2,5.3,5,0,2090
标准,biāozhǔn,standard / criteria,"他做事的标准很高. 他的普通话说得很标准。
",He speaks very standard Mandarin His standards for doing things are very high,Band3,5.3,5,0,2091
持续,chíxù,to continue / to last. Used to emphasize the ongoing nature of something without interruption.,这场雨已经持续三天了。,This rain has lasted for three days.,Band3,5.3,5,0,2092
当中,dāngzhōng,preposition: in the middle of / among,在讨论当中，他提出了一个关键问题,"In the middle of the discussion, he raised a key issue.",Band3,5.3,5,0,2093
导演,dǎoyǎn,"noun: director (of a film, TV show, etc.)
verb: to direct",这部电影由著名导演执导，他不仅是导演，也是编剧。,This film is directed by a well-known filmmaker who is both the director and the screenwriter.,Band3,5.3,5,0,2094
定期,dìngqī,"adverb: regularly
adjective: fixed-date / scheduled",我们定期举行会议，所有定期报告也会准时提交。,"We hold meetings regularly, and all scheduled reports are submitted on time.",Band3,5.3,5,0,2095
动力,dònglì,noun: motivation / driving force / power,兴趣是学习最好的动力。,Interest is the best motivation for learning.,Band3,5.3,5,0,2096
反复,fǎnfù,"adverb: repeatedly
adjective: repetitive / inconsistent",他的态度反复，让人很难信任；他也反复练习了演讲内容,"His attitude is inconsistent, making him hard to trust; he also practiced his speech repeatedly.",Band3,5.3,5,0,2097
改造,gǎizào,verb: to transform / to renovate / to reform,这座老房子被改造成了一家咖啡馆。,This old house was transformed into a café.,Band3,5.3,5,0,2098
告别,gàobié,verb: to say goodbye / to part from,她在机场和父母告别，眼里满是泪水。,"She said goodbye to her parents at the airport, her eyes full of tears.",Band3,5.3,5,0,2099
公民,gōngmín,"verb: to disclose / to make public
adjective: public / open (not secret)",每个公民都有投票的权利。,Every citizen has the right to vote.,Band3,5.3,5,0,2100
光明,guāngmíng,"noun: light
adjective: bright / promising (figurative)",太阳升起，照亮了前方光明的道路。,The sun rose and lit up the bright road ahead.,Band3,5.3,5,0,2101
和平,hépíng,noun: peace,我们都希望世界永远保持和平。,We all hope the world remains peaceful forever.,Band3,5.3,5,0,2102
联合,liánhé,"verb: to unite / to combine
noun: alliance / cooperation",几家公司联合推出了一项新产品，这种联合提升了市场竞争力。,Several companies joined forces to launch a new product — the alliance boosted market competitiveness.,Band3,5.3,5,0,2103
以来,yǐlái,grammar pattern: since (a point in time),自毕业以来，我一直在这家公司工作。,I’ve been working at this company since graduation.,Band3,5.3,5,0,2104
紧接着,jǐn jiē zhe,adverb: immediately after / right afterward,雨停了，紧接着又刮起了大风。,"The rain stopped, and immediately afterward, a strong wind blew.",Band7,5.3,5,0,2105
枝条,zhītiáo,noun: branch; twig,小鸟停在细细的枝条上。,The bird landed on a thin branch.,Unknown,5.3,5,0,2106
忠实,zhōngshí,adjective: faithful; loyal,他是一个忠实的朋友。,He is a loyal friend.,Band7,5.3,5,0,2107
紫色,zǐsè,noun/adjective: purple,她穿着一件紫色的裙子。,She is wearing a purple dress.,Unknown,5.3,5,0,2108
自在,zìzài,adjective: comfortable; free and at ease,他一个人住得很自在。,He lives alone very comfortably.,Band6,5.3,5,0,2109
总理,zǒnglǐ,noun: prime minister; premier,总理出席了开幕典礼。,The prime minister attended the opening ceremony.,Band4,5.3,5,0,2110
总要,zǒngyào,adverb: eventually must; always need to,人长大后总要学会独立。,"After growing up, people eventually need to learn independence.",Unknown,5.3,5,0,2111
养鱼,yǎngyú,verb: to keep fish; to raise fish,爷爷喜欢在家里养鱼。,Grandpa likes keeping fish at home.,Unknown,5.3,5,0,2112
镇上,zhènshàng,noun: in town; around the town,镇上新开了一家餐厅。,A new restaurant opened in town.,Unknown,5.3,5,0,2113
欢喜,huānxǐ,adjective/verb: happy; delighted,听到好消息后，他十分欢喜。,He was very delighted after hearing the good news.,Unknown,5.3,5,0,2114
成人,chéngrén,noun: adult,成人也需要不断学习。,Adults also need to keep learning.,Band4,5.3,5,0,2115
从不,cóngbù,adverb: never,他从不迟到。,He is never late.,Band6,5.3,5,0,2116
保管,bǎoguǎn,verb: to keep; to take care of,请你帮我保管这个包。,Please help me keep this bag safe.,Band7,5.3,5,0,2117
比方,bǐfang,noun/verb: example; for example,比方说，我们可以先从简单的题目开始。,"For example, we can start with simple questions first.",Band5,5.3,5,0,2118
必定,bìdìng,adverb: certainly; surely,只要努力，他必定会成功。,"As long as he works hard, he will surely succeed.",Band7,5.3,5,0,2119
闭合,bìhé,verb/adjective: to close; closed,伤口已经慢慢闭合了。,The wound has slowly closed.,Unknown,5.3,5,0,2120
不曾,bùcéng,adverb: have never; did not ever,我不曾听过这个故事。,I have never heard this story.,Band5,5.3,5,0,2121
不解,bùjiě,adjective/verb: puzzled; not understand,他对老师的决定感到不解。,He felt puzzled by the teacher’s decision.,Band7,5.3,5,0,2122
不足,bùzú,adjective/noun: insufficient; shortage,他的经验还有些不足。,His experience is still somewhat insufficient.,Band5,5.3,5,0,2123
部队,bùduì,noun: army unit; troops,部队正在进行训练。,The troops are undergoing training.,Band6,5.3,5,0,2124
侧面,cèmiàn,noun: side; side view,从侧面看，这座建筑很特别。,"From the side, this building looks very special.",Band7,5.3,5,0,2125
潮湿,cháoshī,adjective: damp; humid,雨季时房间很潮湿。,The room is very damp during the rainy season.,Band4,5.3,5,0,2126
船头,chuántóu,noun: bow; front of a boat,他站在船头看风景。,He stood at the bow of the boat looking at the scenery.,Unknown,5.3,5,0,2127
大陆,dàlù,noun: mainland; continent,这条航线连接小岛和大陆。,This route connects the island and the mainland.,Band4,5.3,5,0,2128
大事,dàshì,noun: major event; important matter,这是关系到全家的大事。,This is an important matter concerning the whole family.,Band5,5.3,5,0,2129
大王,dàwáng,noun: king; ruler,故事里的大王非常贪心。,The king in the story was very greedy.,Unknown,5.3,5,0,2130
等等,děngděng,particle/phrase: and so on; etc.,桌上有水果、点心、饮料等等。,"There are fruits, snacks, drinks, and so on on the table.",Unknown,5.3,5,0,2131
电线,diànxiàn,noun: electric wire; cable,请不要靠近断掉的电线。,Please do not go near the broken electric wire.,Band7,5.3,5,0,2132
冬季,dōngjì,noun: winter season,冬季的天气特别寒冷。,The weather is especially cold in winter.,Band4,5.3,5,0,2133
肚皮,dùpí,noun: belly; abdomen,小狗躺在地上露出肚皮。,The puppy lay on the ground showing its belly.,Unknown,5.3,5,0,2134
对照,duìzhào,verb/noun: to compare; comparison,请对照答案检查作业。,Please compare with the answers to check your homework.,Band7,5.3,5,0,2135
饿死,èsǐ,verb: to starve to death / phrase: extremely hungry,我忙到现在，快饿死了。,I have been busy until now and am starving.,Unknown,5.3,5,0,2136
发行,fāxíng,verb/noun: to issue; to publish;,这本书下个月正式发行。,This book will be officially published next month.,Band5,5.3,5,0,2137
发扬,fāyáng,verb: to carry forward; to promote,我们应该发扬助人为乐的精神。,We should carry forward the spirit of helping others.,Band7,5.3,5,0,2138
法官,fǎguān,noun: judge,法官认真听取双方的说明。,The judge carefully listened to both sides’ explanations.,Band4,5.3,5,0,2139
法庭,fǎtíng,noun: court; courtroom,他今天必须到法庭作证。,He must go to court to testify today.,Band6,5.3,5,0,2140
翻译,fānyì,verb/noun: to translate; translation; translator,请帮我翻译这句话。,Please help me translate this sentence.,Band4,5.3,5,0,2141
风光,fēngguāng,noun/adjective: scenery; glorious,这里的自然风光非常迷人。,The natural scenery here is very charming.,Band5,5.3,5,0,2142
各处,gèchù,noun/adverb: everywhere; various places,春节期间，各处都挂满了灯笼。,"During Lunar New Year, lanterns are hung everywhere.",Unknown,5.3,5,0,2143
公式,gōngshì,noun: formula,老师把公式写在黑板上。,The teacher wrote the formula on the blackboard.,Band5,5.3,5,0,2144
共和国,gònghéguó,noun: republic,新加坡是一个共和国。,Singapore is a republic.,Unknown,5.3,5,0,2145
贵族,guìzú,noun: noble; aristocrat; nobility,古时候，贵族住在很大的房子里。,"In ancient times, nobles lived in large houses.",Band7,5.3,5,0,2146
国内外,guónèiwài,noun/adverb: domestic and foreign; at home and abroad,这个消息受到国内外关注。,This news received attention at home and abroad.,Unknown,5.3,5,0,2147
