Chinese Word,Chinese Sentence,Wrong Answer 1,Wrong Answer 2,Wrong Answer 3,Wrong Answer 4,Color,ID
改信,他年轻时____了另一种宗教。,兑换,改造,折算,转换,,
改信,她结婚以后，并没有因为家人的影响而____。,改造,转换,兑换,折算,,
改信,这本书讲述了一个人从怀疑到____的过程。,折算,兑换,改造,转换,,
改信,在那个时代，____不同信仰可能会带来很大压力。,转换,改造,折算,兑换,,
改信,他不是简单改变想法，而是真正____了新的信仰。,兑换,转换,改造,折算,,
折算,这些加班时间可以____成调休天数。,兑换,改造,改信,转换,,
折算,如果按现在的汇率____，这笔费用大约是一千美元。,转换,兑换,改造,改信,,
折算,公司把兼职工时____成全职员工人数来计算成本。,改造,转换,兑换,改信,,
折算,这些货物的重量需要____成运输费用。,兑换,改信,转换,改造,,
折算,老师把平时成绩和考试成绩____成最终分数。,转换,兑换,改造,改信,,
转换,请把这个文件____成PDF格式。,兑换,改造,改信,折算,,
转换,他讲到一半，突然____了话题。,折算,兑换,改造,改信,,
转换,太阳能可以____成电能。,改造,折算,兑换,改信,,
转换,这个按钮可以让系统在两种模式之间____。,兑换,改信,折算,改造,,
转换,学习语言时，需要学会在不同表达方式之间____。,改造,兑换,折算,改信,,
专门,这家公司____生产医疗设备，不做其他产品。,特地,专程,特别,,,
专门,学校开了一门____给外国学生上的中文课。,特地,专程,特别,,,
专门,他是____研究人工智能的工程师。,特地,专程,特别,,,
专门,这个房间是____用来存放重要文件的。,特地,专程,特别,,,
专门,公司有一个____负责客户投诉的部门。,特地,专程,特别,,,
特地,她知道我喜欢这家店，____买了一块蛋糕给我。,专门,专程,特别,,,
特地,他____早点到公司，帮同事准备会议室。,专门,专程,特别,,,
特地,我____给你留了一个座位，怕你来晚了没地方坐。,专门,专程,特别,,,
特地,老师____把这个语法解释得很慢，让我们听懂。,专门,专程,特别,,,
特地,妈妈____做了我最喜欢的菜，庆祝我考试通过。,专门,专程,特别,,,
专程,他从上海____来北京参加这次会议。,专门,特地,特别,,,
专程,我们____去机场接这位重要客户。,专门,特地,特别,,,
专程,她____回老家看望生病的爷爷。,专门,特地,特别,,,
专程,经理____飞到新加坡和合作方见面。,专门,特地,特别,,,
专程,他不是顺路过来，而是____来向老师道谢的。,专门,特地,特别,,,
特别,今天的天气____冷，出门要多穿一点。,专门,特地,专程,,,
特别,我____喜欢这本书的最后一章。,专门,特地,专程,,,
特别,这个问题很____，不能用普通方法处理。,专门,特地,专程,,,
特别,她今天看起来____高兴，可能有什么好消息。,专门,特地,专程,,,
特别,老师____提醒我们注意这个容易写错的字。,专门,特地,专程,,,
道谢,收到礼物以后，他马上打电话向朋友____。,感谢,感激,,,,
道谢,她帮我找回了钱包，我特地去向她____。,感谢,感激,,,,
道谢,客人离开前，向服务员礼貌地____。,感谢,感激,,,,
道谢,他接受了同事的帮助以后，只是简单地说了声____。,感谢,感激,,,,
道谢,会议结束后，经理向所有参与者一一____。,感谢,感激,,,,
感谢,非常____你今天帮我修改这篇文章。,道谢,感激,,,,
感谢,我想写一封邮件，正式____老师的指导。,道谢,感激,,,,
感谢,公司____所有员工这一年的努力。,道谢,感激,,,,
感谢,____你的提醒，不然我差点忘了开会。,道谢,感激,,,,
感谢,他对大家的支持表示衷心的____。,道谢,感激,,,,
感激,在我最困难的时候，他帮助了我，我一直很____他。,道谢,感谢,,,,
感激,她救了我的家人，这份恩情让我终生____。,道谢,感谢,,,,
感激,他不仅借钱给我，还陪我解决问题，我真的非常____。,感谢,道谢,,,,
感激,老师当年没有放弃我，我到现在还很____。,道谢,感谢,,,,
感激,经过那次困难以后，他对朋友的帮助充满了____。,感谢,道谢,,,,
惊喜,朋友们突然为她准备了生日派对，她感到非常____。,意外,,,,,
惊喜,收到这份礼物时，我又____又感动。,意外,,,,,
惊喜,他没想到自己会得奖，这对他来说是一个很大的____。,意外,,,,,
惊喜,老师突然表扬了我的作文，让我感到很____。,意外,,,,,
惊喜,她特地来看我，给了我一个____。,意外,,,,,
意外,今天发生了一件____的事，我的手机突然坏了。,惊喜,,,,,
意外,他听到这个消息时很____，因为完全没有想到。,惊喜,,,,,
意外,路上发生了交通____，所以公交车晚到了。,惊喜,,,,,
意外,这次考试成绩比我想象中好，让我有点____。,惊喜,,,,,
意外,为了避免____发生，出门前一定要检查门窗。,惊喜,,,,,
领取,请带身份证到前台____你的证书。,拿,收到,,,,
领取,获奖者可以在活动结束后到服务台____奖品。,拿,收到,,,,
领取,他每个月都会去银行____养老金。,收到,拿,,,,
领取,护照办好以后，你需要亲自去柜台____。,拿,收到,,,,
领取,学生可以登录学校平台____电子成绩单。,收到,拿,,,,
拿,请你帮我____一下桌上的那本书。,领取,收到,,,,
拿,他一进门就____起杯子喝水。,收到,领取,,,,
拿,我忘了____钥匙，所以进不了家门。,领取,收到,,,,
拿,她从包里____出手机，看了一眼消息。,收到,领取,,,,
拿,你先____着这份文件，等会儿交给老师。,领取,收到,,,,
收到,我刚刚____了老师发来的邮件。,领取,拿,,,,
收到,她生日那天____了很多朋友送的礼物。,拿,领取,,,,
收到,如果你____我的消息，请尽快回复。,领取,拿,,,,
收到,我今天早上____了一个快递包裹。,拿,领取,,,,
收到,公司已经____客户的付款通知。,领取,拿,,,,
轻快,她听到好消息后，脚步变得很____。,飞快,赶快,迅速,,,
轻快,这首歌节奏____，听起来让人心情很好。,飞快,迅速,赶快,,,
轻快,他沿着河边____地跑着，一点也不累。,迅速,赶快,飞快,,,
轻快,春天的风吹过来，让人觉得____舒服。,飞快,赶快,迅速,,,
轻快,孩子们迈着____的步子走进教室。,迅速,飞快,赶快,,,
飞快,高铁____地从我们面前开过去。,轻快,赶快,迅速,,,
飞快,他听到铃声后，____地跑向教室。,赶快,轻快,迅速,,,
飞快,时间过得____，一转眼假期就结束了。,轻快,迅速,赶快,,,
飞快,那辆车开得____，很快就看不见了。,迅速,赶快,轻快,,,
飞快,小鸟从树枝上____地飞走了。,轻快,赶快,迅速,,,
赶快,快迟到了，你____收拾东西出门吧。,轻快,飞快,迅速,,,
赶快,文件还没保存，____点保存按钮。,迅速,轻快,飞快,,,
赶快,下雨了，我们____找个地方躲一躲。,飞快,迅速,轻快,,,
赶快,老师来了，大家____回到自己的座位。,轻快,飞快,迅速,,,
赶快,如果你不舒服，就____告诉老师。,迅速,飞快,轻快,,,
迅速,救护车接到电话后____赶到现场。,轻快,飞快,赶快,,,
迅速,公司____回应了客户的投诉。,赶快,轻快,飞快,,,
迅速,这个城市的经济在几年内____发展。,飞快,赶快,轻快,,,
迅速,警方____采取行动，控制了现场情况。,轻快,赶快,飞快,,,
迅速,系统发现错误后，会____生成报告。,飞快,轻快,赶快,,,
商量,我们需要先____一下旅行的时间，再订机票。,交流,谈论,讨论,,,
商量,房租能不能便宜一点，我想跟房东____。,讨论,交流,谈论,,,
商量,这件事不能一个人决定，最好和家人____以后再说。,谈论,讨论,交流,,,
商量,我和同事____好了，明天由他先负责这个部分。,交流,讨论,谈论,,,
商量,如果你想换班，应该先跟经理____。,谈论,交流,讨论,,,
交流,学中文的时候，和母语者____很重要。,商量,谈论,讨论,,,
交流,这次活动让不同国家的学生互相____文化和经验。,讨论,商量,谈论,,,
交流,我们平时要多____，这样才能更了解彼此的想法。,商量,讨论,谈论,,,
交流,老师鼓励学生用中文____，不要害怕说错。,谈论,商量,讨论,,,
交流,会议结束后，大家继续____工作中的经验。,讨论,谈论,商量,,,
谈论,他们正在____昨天看的那部电影。,商量,交流,讨论,,,
谈论,下课以后，几个学生在走廊里____老师刚才讲的故事。,讨论,商量,交流,,,
谈论,大家吃饭的时候，一直在____最近的新闻。,交流,讨论,商量,,,
谈论,她不喜欢在别人背后____同事的私事。,商量,讨论,交流,,,
谈论,我们只是随便____一下周末去哪儿玩，没有认真决定。,讨论,交流,商量,,,
讨论,老师让我们分组____这个社会问题。,商量,交流,谈论,,,
讨论,项目开始以前，团队需要____具体的实施方案。,谈论,商量,交流,,,
讨论,会议上，大家认真____了预算不够的问题。,交流,谈论,商量,,,
讨论,这个决定很重要，必须经过充分____。,商量,交流,谈论,,,
讨论,学生们围绕文章的中心思想展开了____。,谈论,商量,交流,,,
证明,这些数据可以____这个方法确实有效。,表明,体现,证实,,,
证明,他拿出了很多证据，____自己没有说谎。,表明,证实,体现,,,
证明,这份收入____是申请贷款时必须提交的文件。,证实,表明,体现,,,
证明,你需要用事实来____自己的观点，而不是只靠感觉。,体现,表明,证实,,,
表明,调查结果____，大部分学生希望增加口语练习。,证明,体现,证实,,,
表明,他的沉默____他可能并不同意这个决定。,体现,证明,证实,,,
表明,这些变化____市场需求正在下降。,证实,证明,体现,,,
表明,她的表情____她对这个结果有点失望。,证明,证实,体现,,,
表明,最新数据____，这个城市的人口正在增加。,体现,证明,证实,,,
体现,这个设计____了公司重视环保的理念。,证明,表明,证实,,,
体现,她在困难中保持冷静，____了很强的心理素质。,表明,证明,证实,,,
体现,这篇文章很好地____了作者对家乡的感情。,证实,表明,证明,,,
体现,他的做法____了团队合作的重要性。,证明,证实,表明,,,
体现,这座建筑____了传统文化和现代技术的结合。,表明,证明,证实,,,
证实,警方后来____，这个消息是真的。,证明,表明,体现,,,
证实,医生检查以后，____他只是普通感冒。,表明,证明,体现,,,
证实,后来的调查____了大家之前的怀疑。,体现,表明,证明,,,
证实,公司已经____系统故障是由网络问题造成的。,证明,体现,表明,,,
证实,这项新发现____了科学家多年前提出的理论。,表明,体现,证明,,,
保卫,士兵们日夜坚守边境，____国家的安全。,保护,维护,防护,守护,,
保卫,在战争时期，很多人拿起武器____自己的家园。,保护,守护,维护,防护,,
保卫,这座城市曾经经历过激烈的战斗，人民共同____它。,守护,保护,防护,维护,,
保卫,军队的任务是____领土，不让敌人入侵。,维护,保护,守护,防护,,
保卫,他们为了____祖国，付出了巨大的牺牲。,保护,防护,维护,守护,,
保护,我们应该____环境，减少浪费和污染。,保卫,维护,防护,守护,,
保护,戴太阳眼镜可以____眼睛不受强光伤害。,防护,保卫,维护,守护,,
保护,父母总是想尽办法____自己的孩子。,守护,保卫,维护,防护,,
保护,这个盒子可以____里面的仪器不被碰坏。,防护,维护,保卫,守护,,
保护,法律应该____弱势群体的基本权益。,维护,保卫,防护,守护,,
维护,公司需要____客户的利益，不能随便泄露资料。,保护,保卫,防护,守护,,
维护,每个人都应该____公共秩序，不要影响别人。,保卫,保护,防护,守护,,
维护,他们通过长期沟通，努力____两国之间的友好关系。,保护,守护,保卫,防护,,
维护,法官的职责是____法律的公平和尊严。,保卫,保护,守护,防护,,
维护,这个制度是为了____员工的合法权利。,保护,防护,保卫,守护,,
防护,进入实验室以前，必须穿好____服。,保护,保卫,维护,守护,,
防护,医生建议工人戴上____眼镜，避免受伤。,保护,维护,保卫,守护,,
防护,这个系统增加了网络____功能，可以减少攻击风险。,维护,保护,防护,守护,,
防护,高温作业时，员工必须使用专业____设备。,保护,保卫,守护,维护,,
防护,疫情期间，医院加强了____措施，避免交叉感染。,维护,保护,保卫,守护,,
守护,她整夜坐在病床旁，____生病的孩子。,保护,保卫,维护,防护,,
守护,这位老人几十年来一直____着村口的小庙。,保卫,保护,防护,维护,,
守护,他默默____家人，从来不抱怨自己的辛苦。,保护,维护,保卫,防护,,
守护,警卫每天站在门口，____这座重要建筑。,保卫,防护,维护,保护,,
守护,对她来说，老师就像一直____她成长的人。,保护,保卫,维护,防护,,
展示,这次展览____了很多年轻艺术家的作品。,显示,出示,,,,
展示,公司在发布会上____了最新的手机设计。,显示,出示,,,,
展示,学生们用海报____自己的研究成果。,显示,出示,,,,
展示,博物馆正在____一批珍贵的历史文物。,显示,出示,,,,
展示,他在比赛中充分____了自己的实力和技巧。,显示,出示,,,,
显示,屏幕上____了系统错误的信息。,展示,出示,,,,
显示,数据____，今年的销售额比去年高很多。,展示,出示,,,,
显示,他的表情____他对这个结果并不满意。,展示,出示,,,,
显示,这个标志____前方正在施工。,展示,出示,,,,
显示,调查结果____，大部分用户喜欢新的功能。,展示,出示,,,,
出示,进入办公楼前，请先____你的员工证。,展示,显示,,,,
出示,乘客需要在检票口____车票。,显示,展示,,,,
出示,警察要求司机____驾驶证和身份证。,展示,显示,,,,
出示,领取包裹时，请____取件码或身份证明。,显示,展示,,,,
出示,参观实验室以前，所有访客都必须____许可证。,展示,显示,,,,
改善,政府采取措施____居民的生活条件。,提高,改进,改变,,,
改善,多沟通可以____家人之间的关系。,提高,改进,改变,,,
改善,这项政策是为了____城市的空气质量。,提高,改变,改进,,,
改善,他开始早睡早起，希望____自己的健康状况。,改变,提高,改进,,,
改善,公司正在想办法____员工的工作环境。,改进,提高,改变,,,
提高,每天练习听力可以____中文水平。,改善,改进,改变,,,
提高,老师希望学生能____考试成绩。,改善,改变,改进,,,
提高,新系统可以____工作效率，减少重复操作。,改进,改善,改变,,,
提高,公司通过培训____员工的专业能力。,改善,改进,改变,,,
提高,如果想____口语能力，就要多和别人交流。,改变,改善,改进,,,
改进,工程师正在____这个软件的运行方式。,改善,提高,改变,,,
改进,我们需要____教学方法，让学生更容易理解。,提高,改善,改变,,,
改进,这个流程太复杂，应该进一步____。,改变,提高,改善,,,
改进,公司根据客户反馈____了产品设计。,改善,改变,提高,,,
改进,如果发现问题，就要及时____系统功能。,提高,改善,改变,,,
改变,这次经历____了他对工作的看法。,改善,提高,改进,,,
改变,我们临时____了会议时间，所以请大家注意通知。,提高,改善,改进,,,
改变,搬家以后，她的生活习惯慢慢____了。,改善,改进,提高,,,
改变,他换了发型，整个人看起来____很大。,提高,改善,改进,,,
改变,如果计划不合适，我们可以随时____。,改进,提高,改善,,,
模样,这只小狗睡觉的____很可爱。,长相,外貌,外表,,,
模样,他穿上校服以后，看起来有学生的____。,外貌,长相,外表,,,
模样,这座老房子还保留着以前的____。,外表,外貌,长相,,,
模样,他大概二十岁的____，不像已经工作很多年的人。,长相,外貌,外表,,,
模样,这个机器坏了以后，变成了奇怪的____。,外表,长相,外貌,,,
长相,他的____很像爸爸，尤其是眼睛和鼻子。,模样,外貌,外表,,,
长相,她的____清秀，让人一眼就记住了。,外貌,模样,外表,,,
长相,这位演员不只是____好，演技也很强。,模样,外表,外貌,,,
长相,有些人太在意____，反而忽略了性格和能力。,外表,模样,外貌,,,
长相,这只猫的____很特别，脸上有一块黑色花纹。,模样,外貌,外表,,,
外貌,写人物描写时，可以先介绍他的____特征。,模样,长相,外表,,,
外貌,这座建筑的____设计很现代，里面却保留了传统风格。,外表,模样,长相,,,
外貌,面试时，整洁的____会给人留下好印象。,长相,模样,外表,,,
外貌,这份报告详细描述了嫌疑人的____。,模样,长相,外表,,,
外貌,她的____看起来很普通，但气质很特别。,外表,模样,长相,,,
外表,不要只看一个人的____，还要了解他的内心。,模样,长相,外貌,,,
外表,这个盒子的____很普通，但里面装的是贵重仪器。,外貌,模样,长相,,,
外表,他____看起来很冷淡，其实很关心朋友。,模样,长相,外貌,,,
外表,这台手机的____没有明显损坏，但内部已经进水了。,外貌,长相,模样,,,
外表,她不喜欢别人只根据____判断她的能力。,长相,模样,外貌,,,
